15000,2,0,0,2,0,4,41,0,,0,200,251
15001,2,0,2,2,0,4,43,0,,0,200,251
15002,2,0,0,2,0,4,41,0,,0,203,254
15003,2,0,2,2,0,2,41,0,,0,200,245
15004,2,0,0,2,0,4,41,0,,0,200,249
15005,2,0,0,2,0,2,41,0,,0,203,252
15006,2,0,2,0,0,2,41,0,,0,203,250
15007,2,0,0,2,0,4,41,0,,0,200,249
15008,2,0,2,2,0,2,41,0,,0,203,250
15009,2,0,0,2,0,2,41,0,,0,200,247
15010,2,0,0,0,0,4,41,0,,0,203,252
15011,0,0,2,2,0,4,43,0,,0,203,250
15012,2,0,0,2,0,4,41,0,,0,200,249
15013,2,0,2,0,0,4,41,0,,0,203,252
15014,2,0,0,0,0,4,41,0,,0,203,254
15015,2,0,2,0,0,4,41,0,,0,203,250
15016,0,0,0,2,0,2,43,0,,0,203,252
15017,2,0,2,2,0,4,41,0,,0,200,249
15018,2,0,0,0,0,2,41,0,,0,203,252
15019,2,0,2,2,0,2,41,0,,0,200,247
15020,2,0,0,2,0,2,41,0,,0,200,247
15021,2,0,0,2,0,2,41,0,,0,200,247
15022,2,0,2,2,0,2,43,0,,0,203,252
15023,2,0,0,2,0,2,41,0,,0,203,252
15024,2,0,2,0,0,2,41,0,,0,203,248
15025,2,0,0,2,0,4,43,0,,0,203,252
15026,2,0,0,2,0,2,41,0,,0,200,251
15027,2,2,2,0,0,4,41,0,,0,203,254
15028,0,2,0,0,0,4,41,0,,0,203,250
15029,2,0,2,2,0,2,41,0,,0,203,248
15030,2,0,0,2,0,2,41,0,,0,203,250
15031,2,0,0,0,0,4,41,0,,0,203,252
15032,2,0,2,0,0,2,41,0,,0,200,247
15033,2,0,0,2,0,2,41,0,,0,200,249
15034,2,0,2,0,0,2,41,0,,0,200,245
15035,2,0,0,2,0,4,41,0,,0,203,252
15036,2,0,0,2,0,4,41,0,,0,200,251
15037,2,0,2,0,0,2,43,0,,0,203,252
15038,2,0,2,2,0,4,41,0,,0,203,250
15039,2,0,0,2,0,4,41,0,,0,203,252
15040,2,0,0,0,0,4,41,0,,0,200,251
15041,2,0,2,0,0,4,41,0,,0,203,250
15042,2,0,0,2,0,4,41,0,,0,200,249
15043,2,0,0,2,0,2,41,0,,0,203,250
15044,2,0,2,0,0,4,41,0,,0,200,249
15045,2,0,0,2,0,4,41,0,,0,203,254
15046,2,0,2,0,0,4,41,0,,0,203,252
15047,2,0,2,2,0,4,41,0,,0,203,250
15048,2,0,0,2,0,4,41,0,,0,203,254
15049,2,0,2,0,0,4,41,0,,0,200,247
15050,2,0,0,0,0,2,41,0,,0,203,252
15051,2,0,2,2,0,4,41,0,,0,203,250
15052,0,0,0,0,0,4,41,0,,0,203,250
15053,2,0,0,2,0,4,41,0,,0,203,254
15054,2,0,2,0,0,2,41,0,,0,200,245
15055,2,0,0,2,0,4,43,0,,0,203,256
15056,2,0,2,2,0,4,41,0,,0,200,249
15057,2,0,0,0,0,4,41,0,,0,203,250
15058,2,0,0,2,0,2,41,0,,0,200,249
15059,2,0,2,2,0,2,41,0,,0,200,247
15060,2,0,0,0,0,4,41,0,,0,203,252
15061,2,0,2,2,0,4,41,0,,0,200,247
15062,2,0,0,2,0,2,41,0,,0,203,250
15063,2,0,0,0,0,2,41,0,,0,200,249
15064,2,0,2,0,0,2,41,0,,0,203,250
15065,2,0,0,2,0,4,41,0,,0,203,254
15066,2,0,2,2,0,2,41,0,,0,203,248
15067,0,0,0,2,0,2,41,0,,0,203,248
15068,2,0,2,2,0,4,41,0,,0,203,252
15069,2,0,0,0,0,2,41,0,,0,203,252
15070,2,0,2,0,0,2,41,0,,0,200,245
15071,2,0,0,2,0,4,41,0,,0,203,252
15072,2,0,2,2,0,4,43,0,,0,200,251
15073,2,0,0,0,0,4,41,0,,0,200,249
15074,2,0,0,0,0,4,41,0,,0,200,249
15075,2,0,2,2,0,4,41,0,,0,200,249
15076,2,0,0,2,0,4,41,0,,0,203,254
15077,2,0,2,0,0,4,41,0,,0,203,252
15078,2,0,0,2,0,2,41,0,,0,203,250
15079,2,0,0,2,0,4,41,0,,0,203,252
15080,2,0,2,2,0,4,41,0,,0,203,250
15081,2,0,0,2,0,2,41,0,,0,203,252
15082,2,0,2,0,0,4,41,0,,0,203,252
15083,2,0,0,0,0,4,43,0,,0,203,252
15084,2,0,0,2,0,4,41,0,,0,203,254
15085,2,0,2,2,0,4,41,0,,0,200,249
15086,2,0,0,0,0,2,41,0,,0,203,250
15087,2,0,2,2,0,2,41,0,,0,203,248
15088,2,0,0,2,0,4,41,0,,0,203,252
15089,2,0,2,0,0,2,41,0,,0,200,247
15090,2,0,2,0,0,4,41,0,,0,203,252
