10000,2,0,0,2,0,2,0,0,,0,41,45
10001,2,0,0,0,0,4,0,0,,0,41,51
10002,2,0,2,2,0,2,0,0,,0,41,45
10003,2,0,0,0,0,2,0,0,,0,41,47
10004,2,0,0,2,0,2,0,0,,0,41,49
10005,2,0,2,0,0,4,0,0,,0,41,49
10006,2,0,2,2,0,4,0,0,,0,41,49
10007,2,0,0,2,0,4,0,0,,0,41,49
10008,2,0,2,0,0,4,0,0,,0,41,49
10009,2,0,0,2,0,2,0,0,,0,41,47
10010,2,0,2,0,0,2,0,0,,0,38,46
10011,2,0,2,2,0,4,0,0,,0,41,49
10012,0,0,2,0,0,2,0,0,,0,41,47
10013,2,2,0,2,0,4,0,0,,0,41,51
10014,2,2,2,0,0,2,0,0,,0,38,46
10015,2,0,2,2,0,4,0,0,,0,41,49
10016,2,0,0,0,0,2,0,0,,0,38,44
10017,2,0,2,2,0,4,0,0,,0,41,47
10018,2,0,0,2,0,2,0,0,,0,38,46
10019,2,0,2,0,0,4,0,0,,0,41,47
10020,2,0,0,0,0,4,0,0,,0,41,51
10021,2,0,2,2,0,2,0,0,,0,41,47
10022,2,0,2,0,0,4,0,0,,0,41,49
10023,2,0,0,2,0,2,0,0,,0,38,42
10024,2,0,0,0,0,4,0,0,,0,41,51
10025,2,0,2,2,0,2,0,0,,0,41,45
10026,2,0,0,0,0,2,0,0,,0,41,45
10027,2,0,0,2,0,2,0,0,,0,41,49
10028,2,0,2,0,0,4,0,0,,0,41,47
10029,2,0,0,0,0,2,0,0,,0,41,47
10030,0,0,2,2,0,2,0,0,,0,41,45
10031,2,0,0,0,0,4,0,0,,0,41,47
10032,2,0,0,0,0,4,0,0,,0,41,51
10033,2,0,2,2,0,2,0,0,,0,41,45
10034,2,0,0,0,0,2,0,0,,0,41,47
10035,2,0,0,2,0,2,0,0,,0,41,45
10036,2,0,0,0,0,4,0,0,,0,41,47
10037,2,0,0,2,0,4,0,0,,0,41,49
10038,2,0,0,0,0,2,0,0,,0,41,45
10039,2,0,0,0,0,2,0,0,,0,38,44
10040,2,0,2,2,0,4,0,0,,0,41,49
10041,2,0,0,0,0,2,0,0,,0,41,45
10042,2,0,0,0,0,2,0,0,,0,38,44
10043,2,0,2,2,0,2,0,0,,0,41,45
10044,2,0,0,0,0,4,0,0,,0,41,51
10045,2,0,2,0,0,4,0,0,,0,41,47
10046,0,0,0,0,0,2,0,0,,0,41,45
10047,2,0,0,2,0,2,0,0,,0,41,47
10048,2,0,2,0,0,2,0,0,,0,38,44
10049,2,0,0,2,0,4,0,0,,0,41,49
10050,2,0,0,0,0,2,0,0,,0,41,45
10051,2,0,0,2,0,2,0,0,,0,41,49
10052,2,0,2,2,0,2,0,0,,0,41,45
10053,2,0,0,0,0,4,0,0,,0,41,51
10054,2,0,2,2,0,2,0,0,,0,41,47
10055,2,0,2,0,0,4,0,0,,0,41,51
10056,0,0,2,2,0,4,0,0,,0,41,47
10057,6,0,2,0,0,4,0,0,,0,41,53
10058,2,0,0,2,0,4,0,0,,0,41,49
10059,2,0,2,0,0,4,2,0,,0,41,51
10060,0,0,2,2,0,4,0,0,,0,38,44
10061,2,0,0,0,0,4,0,0,,0,41,51
10062,2,0,2,0,0,2,0,0,,0,41,45
10063,2,0,0,2,0,2,0,0,,0,41,45
10064,2,0,0,2,0,2,0,0,,0,41,47
10065,2,0,0,0,0,4,0,0,,0,41,51
10066,2,0,2,0,0,4,0,0,,0,41,51
10067,2,0,2,2,0,4,0,0,,0,41,49
10068,0,0,0,2,0,2,0,0,,0,41,43
10069,2,0,0,2,0,4,0,0,,0,41,49
10070,2,0,2,2,0,2,0,0,,0,41,49
10071,2,0,2,0,0,2,0,0,,0,41,45
10072,2,0,0,0,0,2,0,0,,0,41,47
10073,2,0,2,2,0,4,0,0,,0,41,49
10074,2,0,0,0,0,2,0,0,,0,38,44
10075,2,0,0,0,0,4,0,0,,0,41,49
10076,2,0,2,2,0,4,0,0,,0,41,47
10077,2,0,0,2,0,4,0,0,,0,41,51
10078,2,0,2,0,0,4,0,0,,0,41,47
10079,2,0,0,0,0,2,0,0,,0,41,49
10080,2,0,2,2,0,4,0,0,,0,41,49
10081,0,0,2,0,0,4,0,0,,0,41,47
10082,2,0,0,2,0,4,0,0,,0,41,47
10083,2,0,0,0,0,4,0,0,,0,41,51
10084,2,0,2,2,0,2,0,0,,0,41,47
10085,2,0,2,0,0,2,0,0,,0,41,47
10086,2,0,2,2,0,2,0,0,,0,41,47
10087,0,0,0,0,0,4,0,0,,0,41,47
10088,2,0,2,0,0,2,0,0,,0,41,45
10089,2,0,0,2,0,2,0,0,,0,41,47
10090,2,0,0,0,0,4,0,0,,0,38,44
10091,2,0,0,0,0,2,0,0,,0,41,47
10092,2,0,2,2,0,2,0,0,,0,41,47
10093,2,0,0,0,0,2,0,0,,0,38,44
10094,2,0,2,0,0,2,0,0,,0,41,47
10095,2,0,0,2,0,4,0,0,,0,38,46
10096,2,0,2,0,0,4,0,0,,0,41,51
10097,2,0,2,2,0,4,0,0,,0,38,44
10098,2,0,0,0,0,4,0,0,,0,41,49
10099,2,0,2,2,0,2,0,0,,0,38,44
10100,2,0,0,0,0,4,0,0,,0,41,49
10101,2,0,0,0,0,2,0,0,,0,38,44
10102,2,0,2,2,0,2,0,0,,0,41,49
10103,2,0,2,2,0,2,0,0,,0,41,45
10104,2,0,0,0,0,4,0,0,,0,41,51
10105,2,0,2,2,0,4,0,0,,0,41,47
10106,0,0,0,0,0,4,0,0,,0,41,49
10107,2,0,2,2,0,2,0,0,,0,41,45
10108,2,0,0,0,0,2,0,0,,0,38,46
10109,2,0,2,2,0,2,0,0,,0,41,47
10110,2,0,0,0,0,4,0,0,,0,41,53
10111,2,2,2,2,0,4,0,0,,0,41,51
10112,0,2,0,2,0,2,0,0,,0,41,45
