time,boiler,fridge,freezer,mw,waterkettle,coffee,lamp,lamp,lmap,lmap,lamp,total
11031,2,0,2,0,0,245,2,0,,0,0,251
11032,2,0,2,2,0,4,0,0,,0,0,10
11033,2,0,0,2,0,4,0,0,,0,0,8
11034,2,0,2,2,0,4,0,0,,0,0,10
11035,2,0,0,0,0,4,0,0,,0,2,8
11036,2,0,2,2,0,2,0,0,,0,0,8
11037,2,0,2,2,0,2,0,0,,0,0,8
11038,2,0,0,0,0,4,0,0,,0,0,6
11039,2,0,2,2,0,4,0,0,,0,0,10
11040,2,2,0,0,0,4,0,0,,0,0,8
11041,2,2,0,2,0,4,0,0,,0,0,10
11042,2,0,2,2,0,4,0,0,,0,0,10
11043,2,0,0,2,0,2,0,0,,0,0,6
11044,2,0,2,0,0,4,0,0,,0,0,8
11045,2,0,0,0,0,2,2,0,,0,0,6
11046,0,0,2,2,0,2,0,0,,0,0,6
11047,2,0,0,0,0,4,0,0,,0,0,6
11048,2,0,2,2,0,4,0,0,,0,0,10
11049,2,0,2,2,0,4,0,0,,0,0,10
11050,2,0,0,0,0,4,0,0,,0,0,6
11051,2,0,0,0,0,2,0,0,,0,0,4
11052,0,0,0,2,0,2,0,0,,0,0,4
11053,2,0,2,2,0,4,0,0,,0,0,10
11054,2,0,0,0,0,4,0,0,,0,0,6
11055,2,0,2,2,0,2,0,0,,0,0,8
11056,2,0,0,2,0,4,0,0,,0,0,8
11057,2,0,2,0,0,2,0,0,,0,0,6
11058,2,0,2,2,0,215,0,0,,0,0,221
11059,2,0,2,0,0,4,0,0,,0,0,8
11060,2,0,2,2,0,4,0,0,,0,0,10
11061,2,0,0,0,0,4,0,0,,0,0,6
11062,2,0,2,2,0,4,0,0,,0,0,10
11063,2,0,2,0,0,4,0,0,,0,0,8
11064,2,0,2,0,0,2,0,0,,0,0,6
11065,2,0,2,2,0,4,0,0,,0,0,10
11066,2,0,2,0,0,2,0,0,,0,0,6
11067,2,0,0,0,0,4,0,0,,0,0,6
11068,2,0,2,2,0,2,0,0,,0,0,8
11069,2,0,2,2,0,4,0,0,,0,0,10
11070,2,0,0,2,0,4,0,0,,0,0,8
11071,2,0,2,0,0,2,0,0,,0,0,6
11072,2,0,0,2,0,493,0,0,,0,0,497
11073,2,0,0,0,0,2,0,0,,0,0,4
11074,2,0,2,2,0,4,0,0,,0,0,10
11075,2,0,0,0,0,2,0,0,,0,0,4
11076,2,0,0,2,0,2,2,0,,0,0,8
11077,2,0,2,0,0,2,0,0,,0,0,6
11078,2,0,0,0,0,4,0,0,,0,0,6
11079,2,0,2,2,0,2,0,0,,0,2,10
11080,2,0,2,2,0,4,0,0,,0,0,10
11081,2,0,0,0,0,2,0,0,,0,0,4
11082,2,0,2,2,0,2,0,0,,0,0,8
11083,2,0,0,2,0,4,0,0,,0,0,8
11084,2,0,2,0,0,2,0,0,,0,0,6
11085,2,0,2,2,0,2,0,0,,0,0,8
11086,2,0,0,0,0,4,0,0,,0,0,6
11087,2,0,2,2,0,2,0,0,,0,0,8
11088,0,0,0,2,0,4,0,0,,0,0,6
11089,2,0,2,2,0,2,0,0,,0,0,8
11090,2,0,0,0,0,2,0,0,,0,0,4
11091,2,0,0,2,0,2,0,0,,0,0,6
11092,2,0,0,0,0,501,0,0,,0,0,503
11093,2,0,2,0,0,4,0,0,,0,0,8
11094,2,0,0,2,0,4,0,0,,0,0,8
11095,0,0,2,2,0,2,0,0,,0,0,6
11096,2,0,2,0,0,2,0,0,,0,0,6
11097,2,0,0,0,0,2,0,0,,0,0,4
11098,2,0,2,2,0,2,0,0,,0,0,8
11099,2,0,2,2,0,4,0,0,,0,0,10
11100,2,0,2,0,0,4,0,0,,0,0,8
11101,2,0,2,2,0,2,0,0,,0,0,8
11102,2,0,0,2,0,4,0,0,,0,0,8
11103,2,0,2,0,0,4,0,0,,0,0,8
11104,2,0,0,0,0,4,0,0,,0,0,6
11105,2,0,2,2,0,2,0,0,,0,0,8
11106,2,0,0,0,0,4,0,0,,0,0,6
11107,2,0,2,2,0,177,0,0,,0,0,183
11108,2,0,0,0,0,4,0,0,,0,0,6
11109,2,0,0,2,0,4,0,0,,0,2,10
11110,2,0,2,2,0,2,0,0,,0,0,8
11111,2,0,0,0,0,2,0,0,,0,0,4
11112,2,0,2,0,0,4,0,0,,0,0,8
11113,2,0,2,2,0,4,0,0,,0,0,10
11114,2,2,0,2,0,2,0,0,,0,0,8
11115,2,2,2,2,0,2,0,0,,0,0,10
11116,2,0,0,2,0,2,0,0,,0,0,6
11117,2,0,2,2,0,4,0,0,,0,0,10
11118,2,0,0,0,0,4,0,0,,0,0,6
11119,2,0,2,2,0,4,0,0,,0,0,10
11120,2,0,0,2,0,4,0,0,,0,0,8
11121,2,0,2,0,0,4,0,0,,0,0,8
11122,2,0,0,2,0,151,0,0,,0,0,155
11123,2,0,2,0,0,4,2,0,,0,0,10
11124,2,0,2,0,0,4,0,0,,0,0,8
11125,2,0,0,2,0,4,0,0,,0,0,8
11126,0,0,2,0,0,4,0,0,,0,0,6
11127,2,0,0,0,0,4,0,0,,0,0,6
11128,2,0,2,2,0,2,0,0,,0,0,8
11129,2,0,0,0,0,4,0,0,,0,0,6
11130,2,0,0,2,0,2,0,0,,0,0,6
11131,2,0,0,2,0,561,0,0,,0,0,565
11132,2,0,2,0,0,2,0,0,,0,0,6
11133,2,0,0,2,0,2,0,0,,0,0,6
11134,2,0,2,2,0,4,0,0,,0,0,10
11135,2,0,0,2,0,2,0,0,,0,0,6
11136,2,0,2,2,0,2,0,0,,0,0,8
11137,2,0,2,0,0,4,0,0,,0,0,8
11138,2,0,0,0,0,4,0,0,,0,0,6
11139,2,0,0,2,0,574,0,0,,0,0,578
11140,2,0,0,2,0,113,0,0,,0,0,117
11141,2,0,2,2,0,2,0,0,,0,0,8
11142,2,0,0,0,0,2,0,0,,0,0,4
11143,2,0,2,0,0,2,0,0,,0,0,6
11144,2,0,0,2,0,4,0,0,,0,0,8
11145,2,0,2,2,0,4,0,0,,0,0,10
11146,2,0,0,2,0,4,0,0,,0,0,8
11147,2,0,0,0,0,2,0,0,,0,0,4
11148,2,0,2,0,0,2,0,0,,0,0,6
11149,2,0,0,2,0,4,0,0,,0,0,8
11150,2,0,2,2,0,2,0,0,,0,0,8
11151,2,0,0,0,0,4,0,0,,0,0,6
11152,2,0,0,0,0,4,0,0,,0,0,6
11153,2,0,2,2,0,4,0,0,,0,0,10
11154,2,0,0,2,0,4,0,0,,0,0,8
11155,2,0,2,2,0,4,0,0,,0,0,10
11156,2,0,2,0,0,4,2,0,,0,0,10
11157,2,0,0,0,0,2,0,0,,0,0,4
11158,2,0,0,2,0,2,0,0,,0,0,6
11159,2,0,0,2,0,4,0,0,,0,0,8
11160,2,0,2,2,0,4,0,0,,0,0,10
11161,0,0,0,0,0,4,0,0,,0,0,4
11162,2,0,0,0,0,4,0,0,,0,0,6
11163,2,0,2,2,0,2,0,0,,0,0,8
11164,2,0,2,2,0,2,0,0,,0,0,8
11165,2,0,0,0,0,2,0,0,,0,0,4
11166,2,0,2,0,0,2,0,0,,0,0,6
11167,2,0,0,2,0,2,0,0,,0,0,6
11168,2,0,2,2,0,655,2,0,,0,0,663
11169,2,0,0,2,0,2,0,0,,0,0,6
11170,2,0,0,0,0,2,0,0,,0,0,4
11171,2,0,2,2,0,4,0,0,,0,0,10
11172,2,0,0,2,0,4,0,0,,0,0,8
11173,2,0,2,0,0,34,0,0,,0,2,40
11174,2,0,0,2,0,2,0,0,,0,0,6
11175,2,0,0,2,0,4,0,0,,0,0,8
11176,2,0,2,0,0,2,0,0,,0,0,6
11177,2,0,0,2,0,2,0,0,,0,0,6
11178,2,0,2,0,0,23,0,0,,0,0,27
11179,2,0,0,0,0,2,0,0,,0,0,4
11180,2,0,0,2,0,4,0,0,,0,0,8
11181,2,0,2,2,0,4,0,0,,0,0,10
11182,2,0,2,0,0,4,0,0,,0,0,8
11183,2,0,0,2,0,4,0,0,,0,0,8
11184,2,0,2,0,0,4,0,0,,0,0,8
11185,2,0,0,2,0,4,0,0,,0,0,8
11186,2,0,2,0,0,4,0,0,,0,0,8
11187,2,0,2,2,0,2,0,0,,0,0,8
11188,2,0,0,2,0,2,0,0,,0,0,6
11189,2,0,2,0,0,2,0,0,,0,0,6
11190,2,0,0,0,0,2,0,0,,0,0,4
11191,2,0,2,2,0,4,0,0,,0,0,10
11192,2,0,0,0,0,2,0,0,,0,2,6
11193,2,0,2,0,0,4,0,0,,0,0,8
11194,2,0,0,2,0,9,0,0,,0,0,13
11195,2,0,0,2,0,2,0,0,,0,0,6
11196,2,0,2,0,0,2,0,0,,0,0,6
11197,2,0,0,2,0,2,0,0,,0,0,6
11198,2,0,2,2,0,4,0,0,,0,0,10
11199,2,0,0,2,0,2,0,0,,0,0,6
11200,2,0,2,2,0,4,0,0,,0,0,10
11201,2,0,2,0,0,4,0,0,,0,0,8
11202,2,0,2,2,0,2,0,0,,0,0,8
11203,2,0,0,0,0,2,0,0,,0,0,4
11204,2,0,2,2,0,4,0,0,,0,0,10
11205,2,0,0,0,0,685,0,0,,0,0,687
11206,2,0,2,2,0,2,0,0,,0,0,8
11207,2,0,2,2,0,2,0,0,,0,0,8
11208,2,0,0,0,0,4,0,0,,0,0,6
11209,2,2,2,2,0,4,0,0,,0,0,12
11210,2,2,0,2,0,2,0,0,,0,0,8
11211,2,0,2,0,0,2,0,0,,0,0,6
11212,2,0,0,2,0,4,0,0,,0,0,8
11213,2,0,2,0,0,4,0,0,,0,0,8
11214,2,0,2,2,0,4,0,0,,0,0,10
11215,2,0,0,2,0,4,0,0,,0,0,8
11216,2,0,2,0,0,678,0,0,,0,0,682
11217,2,0,0,2,0,2,0,0,,0,0,6
11218,2,0,2,2,0,4,0,0,,0,0,10
11219,2,0,0,2,0,2,0,0,,0,0,6
11220,2,0,0,0,0,4,0,0,,0,0,6
11221,2,0,2,0,0,2,0,0,,0,0,6
11222,2,0,0,0,0,4,0,0,,0,0,6
11223,2,0,2,2,0,4,0,0,,0,0,10
11224,2,0,2,0,0,4,0,0,,0,0,8
11225,2,0,0,0,0,2,0,0,,0,0,4
11226,2,0,2,2,0,2,0,0,,0,0,8
11227,2,0,0,2,0,2,0,0,,0,0,6
11228,2,0,2,0,0,4,0,0,,0,0,8
11229,2,0,2,2,0,2,0,0,,0,0,8
11230,2,0,0,0,0,4,0,0,,0,0,6
11231,2,0,2,2,0,4,0,0,,0,0,10
11232,62,0,0,2,0,4,0,0,,0,0,68
11233,62,0,2,0,0,4,0,0,,0,0,68
11234,66,0,2,2,0,4,0,0,,0,0,74
11235,66,0,0,2,0,2,0,0,,0,0,70
11236,68,0,2,0,0,2,0,0,,0,0,72
11237,68,0,0,2,0,4,0,0,,0,0,74
11238,70,0,0,0,0,4,0,0,,0,0,74
11239,70,0,2,2,0,2,0,0,,0,0,76
11240,68,0,0,2,0,4,0,0,,0,0,74
11241,68,0,0,2,0,4,0,0,,0,0,74
11242,68,0,2,0,0,4,0,0,,0,0,74
11243,66,0,0,2,0,2,0,0,,0,0,70
11244,66,0,2,2,0,4,0,0,,0,0,74
11245,51,0,0,2,0,4,0,0,,0,0,57
11246,2,0,0,2,0,2,0,0,,0,0,6
11247,2,0,0,2,0,4,0,0,,0,0,8
11248,2,0,2,0,0,2,0,0,,0,0,6
11249,2,0,0,2,0,4,0,0,,0,0,8
11250,2,0,2,2,0,2,0,0,,0,0,8
11251,2,0,0,0,0,4,0,0,,0,0,6
11252,2,0,0,2,0,4,0,0,,0,0,8
11253,2,0,0,2,0,4,0,0,,0,0,8
11254,2,0,0,2,0,2,0,0,,0,0,6
11255,2,0,2,2,0,2,0,0,,0,0,8
11256,2,0,0,0,0,2,0,0,,0,0,4
11257,2,0,0,2,0,2,0,0,,0,0,6
11258,2,0,2,2,0,4,0,0,,0,0,10
11259,13,0,0,0,0,2,0,0,,0,0,15
11260,2,0,2,0,0,4,0,0,,0,0,8
11261,2,0,0,0,0,2,0,0,,0,0,4
11262,2,0,2,0,0,4,0,0,,0,0,8
11263,2,0,2,2,0,4,0,0,,0,0,10
11264,2,0,0,2,0,2,0,0,,0,0,6
11265,2,0,0,0,0,2,0,0,,0,0,4
11266,2,0,0,2,0,689,0,0,,0,0,693
11267,2,0,0,2,0,4,0,0,,0,0,8
11268,2,0,2,0,0,4,0,0,,0,0,8
11269,2,0,0,2,0,2,0,0,,0,0,6
11270,2,0,2,0,0,2,0,0,,0,0,6
11271,2,0,0,0,0,2,0,0,,0,0,4
11272,2,0,2,2,0,2,0,0,,0,0,8
11273,2,0,2,2,0,4,0,0,,0,0,10
11274,2,0,0,0,0,2,0,0,,0,0,4
11275,2,0,2,0,0,4,0,0,,0,0,8
11276,2,0,2,0,0,17,0,0,,0,0,21
11277,2,0,0,2,0,4,0,0,,0,0,8
11278,2,0,2,2,0,4,0,0,,0,0,10
11279,2,0,2,0,0,4,0,0,,0,0,8
11280,2,0,2,2,0,4,0,0,,0,0,10
11281,2,0,0,2,0,4,0,0,,0,0,8
11282,2,0,0,2,0,2,0,0,,0,0,6
11283,2,0,2,2,0,4,0,0,,0,0,10
11284,2,0,0,0,0,2,0,0,,0,0,4
11285,2,0,0,0,0,2,0,0,,0,0,4
11286,2,2,2,2,0,2,0,0,,0,0,10
11287,2,2,0,2,0,4,0,0,,0,0,10
11288,2,0,2,2,0,4,0,0,,0,0,10
11289,2,0,2,0,0,2,0,0,,0,0,6
11290,2,0,0,2,0,2,0,0,,0,0,6
11291,2,0,2,2,0,4,0,0,,0,0,10
11292,2,0,0,2,0,2,0,0,,0,0,6
11293,2,0,0,2,0,2,0,0,,0,0,6
11294,2,0,2,0,0,2,0,0,,0,0,6
11295,2,0,2,2,0,2,0,0,,0,0,8
11296,2,0,0,2,0,2,0,0,,0,0,6
11297,2,0,2,0,0,4,0,0,,0,0,8
11298,2,0,2,0,0,4,0,0,,0,0,8
11299,2,0,2,2,0,4,0,0,,0,2,12
11300,2,0,2,0,0,4,0,0,,0,0,8
11301,2,0,0,2,0,2,0,0,,0,0,6
11302,2,0,2,2,0,2,0,0,,0,0,8
11303,2,0,0,0,0,4,0,0,,0,0,6
11304,2,0,0,2,0,4,0,0,,0,0,8
11305,2,0,2,2,0,2,0,0,,0,0,8
11306,2,0,0,2,0,4,0,0,,0,0,8
11307,2,0,2,0,0,4,0,0,,0,0,8
11308,2,0,0,2,0,4,0,0,,0,0,8
11309,2,0,2,2,0,4,0,0,,0,0,10
11310,2,0,2,2,0,4,0,0,,0,0,10
11311,2,0,0,2,0,4,0,0,,0,0,8
11312,2,0,0,0,0,2,0,0,,0,0,4
11313,2,0,2,2,0,2,0,0,,0,0,8
11314,2,0,2,2,0,2,0,0,,0,0,8
11315,2,0,2,2,0,4,0,0,,0,0,10
11316,2,0,0,0,0,4,0,0,,0,0,6
11317,2,0,2,0,0,4,0,0,,0,0,8
11318,2,0,0,2,0,2,0,0,,0,0,6
11319,2,0,0,2,0,2,0,0,,0,2,8
11320,2,0,2,0,0,2,0,0,,0,0,6
11321,2,0,0,0,0,4,0,0,,0,0,6
11322,2,0,2,0,0,4,0,0,,0,0,8
11323,2,0,0,2,0,559,0,0,,0,0,563
11324,2,0,0,0,0,134,0,0,,0,0,136
11325,2,0,2,0,0,2,0,0,,0,0,6
11326,2,0,0,2,0,2,0,0,,0,0,6
11327,2,0,2,0,0,2,0,0,,0,0,6
11328,2,0,2,0,0,2,0,0,,0,0,6
11329,2,0,0,0,0,4,0,0,,0,0,6
11330,2,0,0,2,0,2,0,0,,0,0,6
11331,2,0,2,2,0,2,0,0,,0,0,8
11332,2,0,0,0,0,4,0,0,,0,0,6
11333,2,0,2,0,0,2,0,0,,0,0,6
11334,2,0,0,2,0,160,0,0,,0,0,164
11335,2,0,0,0,0,4,0,0,,0,0,6
11336,2,0,2,2,0,4,0,0,,0,0,10
11337,2,0,0,2,0,2,0,0,,0,0,6
11338,2,0,2,0,0,4,0,0,,0,0,8
11339,2,0,0,0,0,4,0,0,,0,0,6
11340,2,0,0,2,0,4,0,0,,0,0,8
11341,2,0,0,2,0,2,0,0,,0,0,6
11342,2,0,2,2,0,2,0,0,,0,0,8
11343,2,0,0,2,0,194,0,0,,0,0,198
11344,2,0,2,0,0,2,0,0,,0,0,6
11345,2,0,0,2,0,4,0,0,,0,0,8
11346,2,0,2,2,0,4,0,0,,0,0,10
11347,2,0,2,2,0,2,0,0,,0,0,8
11348,2,0,0,0,0,4,0,0,,0,0,6
11349,2,0,2,2,0,2,0,0,,0,0,8
11350,2,0,0,2,0,2,0,0,,0,0,6
11351,2,0,0,2,0,2,0,0,,0,0,6
11352,2,0,2,2,0,2,0,0,,0,0,8
11353,2,0,0,0,0,2,0,0,,0,0,4
11354,2,0,2,2,0,4,0,0,,0,0,10
11355,2,0,0,0,0,4,0,0,,0,0,6
11356,2,0,0,2,0,2,0,0,,0,0,6
11357,2,0,2,2,0,4,0,0,,0,0,10
11358,2,0,0,0,0,4,0,0,,0,0,6
11359,2,0,2,0,0,4,0,0,,0,0,8
11360,2,0,0,0,0,4,0,0,,0,0,6
11361,2,0,0,2,0,4,0,0,,0,0,8
11362,2,0,2,0,0,4,0,0,,0,0,8
11363,2,0,0,2,0,4,0,0,,0,0,8
11364,2,0,2,2,0,2,0,0,,0,0,8
11365,2,0,0,0,0,446,0,0,,0,0,448
11366,2,0,2,2,0,2,0,0,,0,0,8
11367,2,0,2,0,0,4,0,0,,0,0,8
11368,2,0,0,0,0,2,0,0,,0,2,6
11369,2,0,2,2,0,4,0,0,,0,0,10
11370,2,0,0,0,0,4,0,0,,0,0,6
11371,2,0,2,0,0,2,0,0,,0,0,6
11372,2,0,2,2,0,4,0,0,,0,0,10
11373,2,0,2,0,0,2,2,0,,0,0,8
11374,2,0,0,2,0,2,0,0,,0,0,6
11375,2,0,2,0,0,2,0,0,,0,0,6
11376,2,0,0,0,0,433,0,0,,0,0,435
11377,2,0,0,2,0,4,0,0,,0,0,8
11378,2,0,2,0,0,2,0,0,,0,0,6
11379,2,0,2,0,0,2,0,0,,0,0,6
11380,2,0,0,2,0,4,0,0,,0,0,8
11381,2,0,2,2,0,2,0,0,,0,0,8
11382,2,0,2,0,0,429,0,0,,0,0,433
11383,2,0,0,0,0,4,0,0,,0,0,6
11384,2,0,0,0,0,4,0,0,,0,0,6
11385,2,0,2,2,0,4,0,0,,0,0,10
11386,2,0,0,0,0,4,0,0,,0,0,6
11387,2,0,2,2,0,271,0,0,,0,0,277
11388,2,0,0,2,0,4,0,0,,0,0,8
11389,2,0,0,0,0,2,0,0,,0,0,4
11390,2,0,2,0,0,4,0,0,,0,0,8
11391,2,0,2,2,0,4,0,0,,0,0,10
11392,2,0,0,2,0,4,0,0,,0,0,8
11393,2,0,2,0,0,2,0,0,,0,0,6
11394,2,0,2,2,0,2,0,0,,0,0,8
11395,2,0,0,2,0,2,0,0,,0,0,6
11396,2,0,0,0,0,2,0,0,,0,0,4
11397,2,0,0,2,0,4,0,0,,0,0,8
11398,2,0,2,0,0,4,0,0,,0,0,8
11399,2,0,2,0,0,4,0,0,,0,0,8
11400,2,0,0,2,0,288,0,0,,0,0,292
11401,2,0,2,2,0,4,0,0,,0,0,10
11402,2,0,0,2,0,4,0,0,,0,0,8
11403,2,0,2,0,0,2,0,0,,0,0,6
11404,2,0,0,0,0,2,0,0,,0,0,4
11405,2,0,0,2,0,4,0,0,,0,0,8
11406,2,0,2,0,0,4,0,0,,0,0,8
11407,2,0,0,2,0,4,0,0,,0,0,8
11408,2,2,2,0,0,4,0,0,,0,0,10
11409,2,2,0,2,0,4,0,0,,0,0,10
11410,2,0,2,0,0,4,0,0,,0,0,8
11411,2,0,0,0,0,2,0,0,,0,0,4
11412,2,0,2,0,0,4,0,0,,0,0,8
11413,2,0,0,2,0,2,0,0,,0,0,6
11414,2,0,0,0,0,2,0,0,,0,0,4
11415,2,0,2,0,0,4,0,0,,0,0,8
11416,2,0,0,0,0,4,0,0,,0,0,6
11417,2,0,2,2,0,373,0,0,,0,0,379
11418,2,0,2,0,0,4,0,0,,0,0,8
11419,2,0,0,2,0,2,0,0,,0,0,6
11420,2,0,2,2,0,4,0,0,,0,0,10
11421,2,0,0,0,0,4,0,0,,0,0,6
11422,2,0,0,0,0,2,0,0,,0,0,4
11423,2,0,0,2,0,4,2,0,,0,0,10
11424,2,0,2,2,0,2,0,0,,0,0,8
11425,2,0,0,2,0,2,0,0,,0,0,6
11426,2,0,2,2,0,2,0,0,,0,0,8
11427,2,0,0,0,0,2,0,0,,0,0,4
11428,2,0,2,0,0,4,0,0,,0,0,8
11429,2,0,2,2,0,4,0,0,,0,0,10
11430,2,0,0,2,0,2,0,0,,0,0,6
11431,2,0,2,2,0,4,0,0,,0,0,10
11432,2,0,0,2,0,350,0,0,,0,0,354
11433,2,0,2,0,0,4,0,0,,0,2,10
11434,2,0,2,2,0,2,0,0,,0,0,8
11435,2,0,0,2,0,4,0,0,,0,0,8
11436,2,0,2,0,0,2,0,0,,0,0,6
11437,2,0,0,2,0,2,0,0,,0,0,6
11438,2,0,2,0,0,2,0,0,,0,0,6
11439,2,0,2,0,0,2,0,0,,0,0,6
11440,2,0,0,2,0,2,0,0,,0,0,6
11441,2,0,2,0,0,4,0,0,,0,0,8
11442,2,0,0,2,0,377,0,0,,0,0,381
11443,0,0,2,0,0,4,0,0,,0,0,6
11444,2,0,2,2,0,2,0,0,,0,0,8
11445,2,0,0,0,0,4,0,0,,0,0,6
11446,2,0,0,2,0,4,0,0,,0,0,8
11447,2,0,2,0,0,4,0,0,,0,0,8
11448,2,0,2,2,0,4,2,0,,0,0,12
11449,2,0,2,2,0,4,0,0,,0,0,10
11450,2,0,0,0,0,4,0,0,,0,0,6
11451,2,0,0,0,0,4,0,0,,0,0,6
11452,13,0,2,0,0,4,0,0,,0,0,19
11453,15,0,2,2,0,4,0,0,,0,0,23
11454,17,0,2,2,0,2,0,0,,0,0,23
11455,2,0,0,0,0,4,0,0,,0,0,6
11456,2,0,2,0,0,2,0,0,,0,0,6
11457,11,0,0,2,0,4,0,0,,0,0,17
11458,2,0,2,2,0,4,0,0,,0,0,10
11459,2,0,2,2,0,401,0,0,,0,0,407
11460,2,0,0,0,0,4,0,0,,0,0,6
11461,2,0,2,2,0,405,0,0,,0,0,411
11462,0,0,2,2,0,4,0,0,,0,0,8
11463,2,0,0,2,0,4,0,0,,0,0,8
11464,2,0,2,0,0,2,0,0,,0,0,6
11465,2,0,2,2,0,4,0,0,,0,0,10
11466,2,0,0,2,0,4,0,0,,0,0,8
11467,2,0,2,0,0,2,0,0,,0,0,6
11468,2,0,0,2,0,2,0,0,,0,0,6
11469,2,0,2,0,0,2,0,0,,0,0,6
11470,2,0,0,2,0,4,0,0,,0,0,8
11471,2,0,2,0,0,2,0,0,,0,0,6
11472,2,0,0,2,0,2,0,0,,0,0,6
11473,2,0,0,0,0,4,0,0,,0,0,6
11474,13,0,2,2,0,4,0,0,,0,0,21
11475,15,0,2,0,0,2,0,0,,0,0,19
11476,21,0,0,2,0,4,0,0,,0,0,27
11477,13,0,2,2,0,4,0,0,,0,2,23
11478,2,0,0,0,0,4,0,0,,0,0,6
11479,2,0,2,2,0,4,0,0,,0,0,10
11480,2,0,0,2,0,252,0,0,,0,0,256
11481,2,0,0,2,0,2,0,0,,0,0,6
11482,2,0,2,0,0,4,0,0,,0,0,8
11483,2,0,0,2,0,2,0,0,,0,0,6
11484,2,0,0,2,0,4,0,0,,0,0,8
11485,2,0,2,0,0,4,0,0,,0,0,8
11486,2,0,0,2,0,4,0,0,,0,0,8
11487,2,0,0,0,0,2,0,0,,0,0,4
11488,2,0,2,2,0,4,0,0,,0,0,10
11489,2,0,0,0,0,2,0,0,,0,0,4
11490,2,0,2,2,0,4,0,0,,0,0,10
11491,2,0,0,2,0,2,0,0,,0,0,6
11492,2,0,0,0,0,2,0,0,,0,0,4
11493,2,0,2,2,0,4,0,0,,0,0,10
11494,2,0,0,2,0,4,0,0,,0,0,8
11495,2,0,2,2,0,2,0,0,,0,0,8
11496,2,0,0,0,0,4,0,0,,0,0,6
11497,2,0,0,0,0,471,0,0,,0,0,473
11498,2,2,2,2,0,4,0,0,,0,0,12
11499,2,2,2,2,0,4,0,0,,0,0,12
11500,2,0,0,2,0,4,0,0,,0,0,8
11501,2,0,2,0,0,4,0,0,,0,0,8
11502,2,0,0,2,0,4,0,0,,0,0,8
11503,2,0,2,0,0,482,0,0,,0,0,486
11504,2,0,0,0,0,4,0,0,,0,0,6
11505,2,0,2,2,0,4,0,0,,0,0,10
11506,2,0,0,0,0,4,0,0,,0,0,6
11507,2,0,0,2,0,4,0,0,,0,0,8
11508,2,0,2,2,0,4,0,0,,0,2,12
11509,2,0,0,0,0,2,0,0,,0,0,4
11510,2,0,2,2,0,2,0,0,,0,0,8
11511,2,0,0,0,0,2,0,0,,0,0,4
11512,2,0,0,2,0,2,0,0,,0,0,6
11513,2,0,2,2,0,2,0,0,,0,0,8
11514,2,0,0,0,0,2,0,0,,0,0,4
11515,2,0,2,2,0,2,0,0,,0,0,8
11516,2,0,2,0,0,2,0,0,,0,0,6
11517,2,0,0,2,0,2,0,0,,0,2,8
11518,2,0,2,0,0,486,0,0,,0,0,490
11519,2,0,2,2,0,2,0,0,,0,0,8
11520,2,0,0,2,0,2,0,0,,0,0,6
11521,2,0,2,0,0,2,0,0,,0,0,6
11522,2,0,2,2,0,4,0,0,,0,0,10
11523,2,0,0,0,0,4,0,0,,0,0,6
11524,2,0,0,0,0,4,0,0,,0,0,6
11525,2,0,0,2,0,2,0,0,,0,0,6
11526,2,0,0,0,0,2,0,0,,0,0,4
11527,2,0,2,2,0,4,0,0,,0,0,10
11528,2,0,2,2,0,4,0,0,,0,2,12
11529,2,0,0,0,0,2,0,0,,0,0,4
11530,2,0,2,2,0,2,0,0,,0,0,8
11531,2,0,0,0,0,4,0,0,,0,0,6
11532,2,0,0,2,0,4,0,0,,0,0,8
11533,2,0,2,0,0,2,0,0,,0,0,6
11534,2,0,0,2,0,4,0,0,,0,0,8
11535,2,0,2,0,0,4,0,0,,0,0,8
11536,2,0,2,2,0,2,0,0,,0,0,8
11537,2,0,0,2,0,4,0,0,,0,0,8
11538,2,0,0,0,0,4,0,0,,0,0,6
11539,2,0,2,2,0,4,2,0,,0,0,12
11540,2,0,0,2,0,2,0,0,,0,0,6
11541,2,0,2,0,0,4,0,0,,0,0,8
11542,2,0,0,2,0,4,0,0,,0,0,8
11543,2,0,2,0,0,2,0,0,,0,0,6
11544,2,0,2,0,0,4,0,0,,0,0,8
11545,2,0,0,2,0,4,0,0,,0,0,8
11546,2,0,0,2,0,4,0,0,,0,0,8
11547,2,0,2,2,0,4,0,0,,0,0,10
11548,2,0,2,0,0,4,0,0,,0,0,8
11549,2,0,2,2,0,4,0,0,,0,0,10
11550,2,0,0,2,0,4,0,0,,0,0,8
11551,2,0,2,0,0,2,0,0,,0,0,6
11552,2,0,0,2,0,4,0,0,,0,0,8
11553,2,0,2,2,0,4,0,0,,0,0,10
11554,2,0,2,2,0,2,0,0,,0,0,8
11555,2,0,0,0,0,4,0,0,,0,0,6
11556,2,0,2,0,0,245,0,0,,0,0,249
11557,2,0,0,2,0,2,0,0,,0,0,6
11558,2,0,0,2,0,4,0,0,,0,0,8
11559,2,0,2,0,0,4,0,0,,0,0,8
11560,2,0,2,2,0,2,2,0,,0,0,10
11561,2,0,0,2,0,4,0,0,,0,0,8
11562,2,0,2,2,0,446,0,0,,0,0,452
11563,2,0,0,0,0,4,0,0,,0,0,6
11564,2,0,2,2,0,4,0,0,,0,0,10
11565,2,0,2,2,0,4,0,0,,0,0,10
11566,2,0,0,0,0,2,0,0,,0,0,4
