1,0.043305196
2,0.043305196
3,0.043228988
4,0.04324804
5,0.043228988
6,0.043133728
7,0.043133728
8,0.043209936
9,0.043209936
10,0.043286144
11,0.043324248
12,0.043305196
13,0.04324804
14,0.043228988
15,0.043286144
16,0.043305196
17,0.043305196
18,0.043267092
19,0.043286144
20,0.043305196
21,0.04324804
22,0.043228988
23,0.043305196
24,0.043286144
25,0.043324248
26,0.0433433
27,0.0433433
28,0.043286144
29,0.043286144
30,0.043324248
31,0.04324804
32,0.04324804
33,0.04324804
34,0.043228988
35,0.043133728
36,0.043114676
37,0.043133728
38,0.043190884
39,0.04315278
40,0.043133728
41,0.043114676
42,1.25313664
43,40.692415112
44,41.25824046
45,41.517983304
46,41.759659656
47,40.879800192
48,40.6420728
49,40.42238592
50,40.238198112
51,39.815991936
52,40.096851324
53,39.19058752
54,38.987583264
55,38.97041568
56,38.733173248
57,38.530072
58,38.259270336
59,38.191763904
60,37.989050624
61,37.819508608
62,37.516699584
63,37.466942688
64,37.24783776
65,37.061516128
66,37.077907776
67,36.41580228
68,36.18432048
69,43.934450652
70,49.330507044
71,50.513516736
72,52.37876296
73,53.313204672
74,54.020515368
75,54.95646392
76,55.84399268
77,56.527796672
78,57.312458488
79,57.946436304
80,58.60502584
81,59.035077976
82,59.850479328
83,60.052496344
84,26.68010904
85,0.043209936
86,0.043209936
87,0.04315278
88,0.04315278
89,0.043171832
90,0.043190884
91,0.043209936
92,0.04315278
93,0.043171832
94,0.043190884
95,0.043190884
96,0.043209936
97,0.043209936
98,0.043133728
99,2.46820392
100,42.511070536
101,42.44835828
102,42.671770692
103,42.70948326
104,41.72207872
105,41.77736416
106,41.355836928
107,40.915881216
108,40.6420728
109,40.255947648
110,40.053622336
111,39.815991936
112,39.57855552
113,39.306589952
114,39.069735488
115,38.901745344
116,38.630749696
117,38.3773096
118,38.191763904
119,38.00583024
120,37.802825984
121,37.836191232
122,37.549870848
123,36.91191636
124,37.4292128
125,36.56069274
126,36.5445938
127,36.3283536
128,36.52849486
129,16.29271616
130,0.043228988
131,0.04324804
132,0.04324804
133,0.043228988
134,0.043228988
135,0.043209936
136,0.04324804
137,0.043267092
138,0.043305196
139,0.04324804
140,0.04324804
141,0.04324804
142,0.043286144
143,0.043267092
144,0.04324804
145,0.043267092
146,0.043228988
147,0.043190884
148,0.043267092
149,0.043228988
150,0.04324804
151,0.04324804
152,0.043228988
153,0.043171832
154,0.04324804
155,0.04324804
156,0.04324804
157,0.043286144
158,0.0433433
159,0.043324248
160,0.043267092
161,0.043381404
162,0.043324248
163,0.043267092
164,0.043362352
165,0.043324248
166,0.043362352
167,0.0433433
168,0.043362352
169,0.043362352
170,0.043362352
171,0.043400456
172,0.043400456
173,0.47345952
174,40.0292046
175,40.759289364
176,41.119335792
177,41.307701184
178,41.137402284
179,41.119335792
180,40.344695328
181,40.858704432
182,39.9388808
183,39.68330688
184,39.242381248
185,39.0562536
186,38.8355968
187,38.61494
188,38.377406592
189,38.207185632
190,37.986334848
191,37.782069696
192,37.5940992
193,37.323782496
194,37.356565792
195,37.340174144
196,37.102931712
197,37.119226368
198,36.865883264
199,36.612928128
200,42.822620964
201,49.527218944
202,50.896635136
203,52.037815296
204,52.950759424
205,53.63546752
206,54.27235856
207,55.135878336
208,55.77015752
209,56.502883584
210,58.198007572
211,57.971952128
212,59.409650688
213,59.900153088
214,59.34136832
215,10.7278781
216,0.043267092
217,0.0433433
218,0.0433433
219,0.043362352
220,0.043362352
221,0.043324248
222,0.043362352
223,0.0433433
224,0.0433433
